ENTREZID	SYMBOL
288271	Mrap
288272	Mis18a
288275	Hunk
288280	Ncam2
288289	Chodl
288291	Tmprss15
288297	Krtap15-1
288305	Cct8
288306	Usp16
288308	Ltn1
288309	N6amt1
288321	Rbm11
288322	Lipi
288333	Gbe1
288346	RGD1561853
288353	Cggbp1
288354	Zfp654
288358	Tssk1b
288360	Car15
288364	Qtrt2
288369	Pex11g
288371	Mcoln1
288375	Cd209a
288378	Clec4m
288386	RGD1559710
288396	Vom2r59
288414	Rfc3
288416	N4bp2l2
288444	Hsph1
288447	Uspl1
288449	Katnal1
288454	Slc46a3
288455	Pomp
288457	Gsx1
288471	Trrap
288475	Nptx2
288478	Rsph10b
288479	Pms2
288480	Aimp2
288482	Usp42
288484	Grid2ip
288486	Zfp12
288489	Rbak
288490	Olr1572
288498	Wipi2
288499	Slc29a4
288504	Snx8
288512	Elfn1
288514	Ints1
288515	Micall2
288516	Eif3b
288517	Cyp2w1
288518	Get4
288521	LOC288521
288525	Dhrsx
288526	Akap17a
288527	Asmtl
288529	Gjc3
288532	Mcm7
288533	Taf6
288541	Vom2r63
288545	Trappc14
288557	Mospd3
288559	Sap25
288562	Tfr2
288563	Actl6b
288564	Pop7
288583	Plod3
288584	Fis1
288585	Ift22
288587	Alkbh4
288588	Polr2j
288589	Rasa4
288591	Tmem120a
288593	Ccl24
288595	Nsun5
288596	Trim50
288597	Fkbp6
288599	Eif4h
288602	Ervfrd-1
288604	Tmem270
288606	Gtf2ird2
288611	Galnt17
288615	Sbds
288616	Tmem248
288617	Tpst1
288620	Cct6a
288621	Mrps17
288622	Chchd2l2
288626	Mmp17
288647	Dhx37
288651	Gtf2h3
288652	Rilpl2
288654	Mphosph9
288656	Arl6ip4
288657	Ogfod2
288659	Vps37b
288661	Zcchc8
288663	Atxn2
288664	Pheta1
288665	Cux2
288666	Vps29
288667	Fam216a
288669	Arpc3
288671	Anapc5
288683	Rita1
288689	Tesc
288691	Ksr2
288692	Wsb2
288700	Rab35
288701	Srsf9
288702	Unc119b
288704	C12orf43l
288707	Gltp
288710	Rnf10
288717	Srrd
288718	Tfip11
288719	Tpst2
288731	Pgam5
288734	Chfr
288736	Foxn4
288740	Iscu
288741	Ficd
288743	Sgsm1
288744	RGD1306556
288750	Tmem132d
288751	Lrrc43
288752	B3gnt4
288753	Diablo
288762	Mtm1
288770	Naca
288771	Rbms2
288772	Spryd4
288774	Stat2
288778	Pa2g4
288779	Rab5b
288783	Ormdl2
288785	Bloc1s1
288789	Olr875
288790	Olr880
288792	Olr881
288795	Olr917
288797	Olr905
288798	Olr920
288801	Olr907
288803	LOC288803
288806	Olr908
288808	Olr903
288810	Olr901
288811	Olr898
288813	Olr896
288816	Olr892
288818	Olr889
288821	Neurod4
288822	Olr1072
288823	Olr1071
288828	Olr1063
288829	Olr1061
288831	Olr1059
288832	Olr1058
288835	Olr1055
288838	Olr1052
288839	Olr1051
288840	Olr1049
288850	Olr1029
288851	Olr1024
288854	Olr1020
288858	Olr1016
288861	Olr1012
288866	Olr1057
288869	Olr936
288875	Olr943
288876	Olr947
288878	Olr950
288879	Olr951
288880	Olr952
288881	Olr1002
288886	Olr1006
288887	Olr1007
288891	Olr1000
288905	Il27ra
288906	Rfx1
288907	Podnl1
288908	Cc2d1a
288909	Nanos3
288912	Mri1
288913	LOC288913
288914	Trmt1
288916	Gadd45gip1
288917	Farsa
288919	Get3
288920	Trir
288921	Fbxw9
288923	Dhps
288924	Wdr83
288925	Wdr83os
288937	Serpinb8
288978	LOC288978
288979	C1ql2
288985	Insig2
288993	Slc35f5
288995	Gpr39
289001	Map3k19
289007	Thsd7b
289010	Zp3r
289014	Mapkapk2
289019	Cdk18
289020	Lrrn2
289021	Pik3c2b
289023	Kiss1
289026	Sox13
289032	Chit1
289034	Tmem183a
289035	Mgat4e-like
289036	Adipor1
289038	Mgat4e
289046	Tmem9
289048	Lhx9
289051	Dennd1b
289052	Zbtb41
289054	Aspm
289055	F13b
289057	Cfhr1
289076	Rgs18
289080	Rgl1
289081	Colgalt2
289083	Tsen15
289084	RGD1309104
289085	Edem3
289088	Swt1
289089	Ivns1abp
289094	Hmcn1
289095	Nmnat2
289101	Shcbp1l
289104	Prg4
289125	Acbd6
289129	Tdrd5
289138	Cryzl2
289143	Mrps14
289144	Cacybp
289150	Cenpl
289152	Ankrd45
289159	Mettl13
289167	Ntmt2
289168	Kifap3
289175	Slc19a2
289178	Dpt
289180	Gpr161
289181	Dcaf6
289185	Creg1
289193	Fmo13
289196	Tmco1
289197	Mgst3
289199	Lrrc52
289201	Lmx1a
289211	Fcgr2b
289217	Sdhc
289218	Ndufs2
289219	Ppox
289222	Nit1
289227	Ly9
289229	Vangl2
289230	Nhlh1
289231	Ncstn
289233	Pex19
289235	Slamf9
289236	Vsig8
289237	Slamf8
289239	Olr1579
289240	Olr1582
289241	Olr1583
289243	Mptx1
289245	RGD1562462
289247	Olr1584
289250	Olr1588
289251	Olr1589
289254	Olr1592
289255	Olr1593
289257	Spta1
289260	Olr1600
289261	Olr1601
289264	Grem2
289269	Becn2
289270	Pld5
289276	Adss
289277	Desi2
289278	Cox20
289280	Efcab2
289287	Gpr137b
289295	Vom2r30
289307	Tfb2m
289309	Kif28p
289311	Mixl1
289312	Acbd3
289315	Sde2
289316	Lefty2
289318	Tmem63a
289322	RGD1564463
289323	Nvl
289324	Cnih4
289329	Ccdc121rt
289334	Ccdc185
289335	Susd4
289337	Tlr5
289338	Disp1
289342	Rps6kc1
289344	Hhat
289350	Rab3gap2
289352	Eprs
289353	Slc30a10
289357	Lyplal1
289362	Gpatch2
289369	Ush2a
289372	Smyd2
289378	Tatdn3
289380	Nenf
289382	Ints7
289384	RGD1560186
289388	G0s2
289392	Plxna2
289395	Cr2
289397	Kif21b
289399	Inava
289400	Camsap2
289401	RGD1564839
289402	Ddx59
289407	Atp6v1g3
289419	Nuak2
289424	Xpr1
289433	Vom2r69
289437	Glmn
289439	Lpcat2b
289440	Ephx4
289443	Lrrc8c
289453	Abcg3l1
289456	Hsd17b11
289457	Klhl8
289459	Slc10a6
289468	Abraxas1
289469	Mrps18c
289481	Gk2
289482	Naa11
289486	Fras1
289491	Mrpl1
289500	Ccni
289501	Sowahb
289502	Ccdc158
289504	Sdad1
289508	Rchy1
289515	Epgn
289521	Ankrd17
289522	Cox18
289525	Enam
289526	Vcsa2
289530	Prr27
289533	Ugt2a3
289546	Tmprss11g
289560	Igfbp7
289561	Polr2b
289562	Noa1
289565	Arl9
289568	Cracd
289582	Fip1l1
289584	Usp46
289586	Spata18
289587	Lrrc66
289590	Ociad1
289594	Nipal1
289595	Nfxl1
289596	Corin
289603	Commd8
289606	Gabra2
289608	Gnpda2
289615	Atp8a1
289623	Ube2k
289625	Klb
289632	Pgm2
289633	Nwd2
289635	Rell1
289656	RGD1562755
289657	Tbc1d19
289662	Apex2l1
289664	Ldb2
289668	Lap3
289671	Fam184b
289687	Gba3
289693	Dhx15
289707	Lyar
289711	Evc2
289712	Evc
289716	Ccdc96
289717	Tada2b
289720	Psapl1
289724	Nop14
289727	Nat8l
289728	RGD1560394
289733	Pla2g3
289734	Smtn
289736	Morc2
289740	Pes1
289745	Mtfp1
289747	Osm
289752	Ewsr1
289753	Rhbdd3
289754	Xbp1
289757	Polm
289758	Pold2
289759	Myl7
289777	Fignl1
289778	Spata48
289780	Ddx56
289783	Zmiz2
289785	Myo1g
289786	Nacad
289796	Pkd1l1
289797	Abca13
289801	Upp1
289809	Pno1
289810	C1d
289820	Actr2
289822	Cep68
289827	Ugp2
289831	Commd1
289833	Fam161a
289855	Ccdc85a
289859	Cfap36
289864	Prorsd1
289865	Clhc1
289874	Erlec1
289878	Pde6b
289881	Dr1
289883	Tmed5
289900	Fam149b1
289904	Mss51
289923	Olr1605
289924	Psmd6
289926	RGD1565725
289928	RGD1306063
289932	RGD1559461
289934	Oxsm
289949	Fam3d
289950	Pdhb
289990	Psmc6
289992	Fermt2
289993	Cdkn3
289994	Cnih1
289997	Dlgap5
290001	Olr1624
290002	Olr1626
290003	Olr1627
290005	Olr1630
290006	Olr1608
290008	Olr1610
290009	Olr1611
290010	Olr1612
290018	Olr1620
290019	RGD1562558
290020	Olr1621
290027	Parp2
290028	Osgep
290029	Pnp
290032	Eddm3b
290046	Hnrnpc
290049	Olr1640
290050	Olr1641
290055	Olr1644
290056	Olr1645
290071	LOC290071
290202	Olr1646
290206	Psmb11
290212	Efs
290214	Cmtm5
290217	RGD1564324
290221	Nrl
290223	Fitm1
290224	Emc9
290227	Rec8
290228	Ipo4
290229	Tssk4
290230	Mdp1
290232	Tinf2
290234	Dhrs1
290235	Nop9
290244	Mcpt3
290257	Ctsg
290270	Mphosph8
290277	Cryl1
290279	Eef1akmt1
290280	Xpo4
290284	Sap18
290291	Cab39l
290300	Tnfrsf19
290303	Spryd7
290308	Dleu7
290315	Tdh
290317	Sox7
290322	Ints9
290325	Nuggc
290326	Pbk
290338	Adamdec1
290344	Adam28
290348	Synb
290350	Loxl2
290354	Pdlim2
290356	Phyhip
290359	Npm2
290361	Dok2
290363	Rcbtb2
290364	Itm2b
290365	Nudt15
290370	Dnajc15
290372	Fam216b
290381	Vwa8
290396	Diaph3
290401	Esd
290403	Rubcnl
290408	Sugt1
290409	Olfm4
290425	RGD1306441
290426	Klhl1
290428	LOC290428
290432	Setl1
290447	Mycbp2
290458	Trim52
290467	Slitrk6
290484	Dct
290485	Cldn10
290492	LOC290492
290493	Oxgr1
290500	Ggact
290501	Tmtc4
290519	Thoc3
290527	Anxa11
290529	Tmem254
290533	Slmap
290537	Appl1
290541	Arhgef3
290549	Selenok
290551	Chdh
290552	Rft1
290553	Mustn1
290555	Spcs1
290556	Gnl3
290558	Nt5dc2
290561	Tnnc1
290562	Sema3g
290564	Mettl6
290566	Ogdhl
290567	Chat
290571	Zfp488
290577	Wapl
290589	RGD1562641
290595	LOC290595
290596	Ghitm
290604	RGD1564958
290612	Sh2d4b
290614	Cherp
290615	RGD1311847
290623	Cyp4f18
290626	Haus8
290627	Use1
290628	Ocel1
290629	Ushbp1
290631	Babam1
290632	Mrpl34
290633	Gtpbp3
290635	Mvb12a
290636	Pgls
290637	Colgalt1
290638	B3gnt3
290639	Fcho1
290640	Map1s
290641	Rpl18a
290642	Ccdc124
290644	Ifi30
290645	Mpv17l2
290646	Pde4c
290647	Lsm4
290648	Pgpep1
290651	Isyna1
290652	Fkbp8
290655	Crlf1
290657	Klhl26
290658	Cers1
290659	Cope
290660	Ddx49
290666	Sugp1
290668	Mau2
290669	Gatad2a
290670	Tssk6
290673	Atp13a1
290678	RGD1559708
290679	Ints10
290681	Nat3
290685	Tktl2
290686	Tma16
290692	Klhl2
290705	Nek1
290706	Hpf1
290722	Cep44
290726	Adam20
290729	Neil3
290741	Dctd
290744	Ing2
290746	Trappc11
290749	Irf2
290753	Lrp2bp
290755	Ccdc110
290757	F11
290763	Adam26a
290766	Triml2
290767	Triml1
290771	Pdgfrl
290774	Adam24
290775	Vps37a
290783	Tusc3
290789	Cldn23
290794	Tnks
290796	Saraf
290798	Dctn6
290802	Ubxn8
290803	Tex15
290805	Wrn
290811	Tti2
290818	RGD1562638
290823	Erlin2
290829	Ash2l
290831	Nsd3
290833	Tm2d2
290834	Adam9
290842	Gins4
290843	Gpat4
290850	Mrps31
290851	Vps36
290856	Defa24
290864	Usp4
290868	Qars1
290875	Cdc16
290876	LOC290876
290877	Tmem255b
290880	Adprhl1
290905	Col4a1
290907	Lig4
290911	RGD1564807
290912	Arglu1
290916	RGD1565806
290921	Gdf2
290923	Aga
290925	Coprs
290939	Med10
290946	Fastkd3
290947	Mtrr
290952	Cntnap3
290957	Olr1653
290959	Slc35d2
290963	Aopep
290970	Cts7
290972	Cts8l1
290975	Ctsr
290981	RGD1308751
290985	Isca1
290986	Agtpbp1
290989	Catsper3
290994	Lman2
290995	Prelid1
290997	Uimc1
290999	Higd2a
291000	Faf2
291002	Cdhr2
291005	Gadd45g
291006	Diras2
291015	Ogn
291019	Fam120a
291022	Ptpdc1
291023	Id4
291031	Fam8a1
291034	Mcur1
291044	Nedd9
291047	Gcm2
291057	Eef1e1
291060	Snrnp48
291061	Riok1
291069	Ppp1r3g
291071	Rpp40
291075	Eci2
291076	Eci3
291077	RGD1307537
291078	Prpf4b
291081	Tubb2b
291084	Nqo2
291085	Serpinb6a
291087	Serpinb6e
291091	Serpinb1a
291095	Gmds
291100	Irf4
291103	Uqcrfs1
291105	E2f3
291129	Nrsn1
291130	Dcdc2
291132	Gpld1
291133	Aldh5a1
291135	Acot13
291137	Gmnn
291145	H1f1
291152	Hist1h4m
291157	Hist1h2bo
291159	Hist1h2ail1
291161	Olr1658
291164	Zkscan4
291165	Nkapl
291171	Trim27
291172	Olr1660
291174	RGD1564243
291179	Gpr141
291180	Epdr1
291182	Stard3nl
291202	Hax1
291206	Mrpl32
291209	Hecw1
291211	Ggps1
291212	B3galnt2
291228	Mkx
291234	Mki67
291245	Actn2
291259	Zmynd11
291276	LOC291276
291283	Akr1c2
291287	Tubal3
291293	Fbh1
291295	Rbm17
291309	Usp6nl
291312	Ucma
291314	Sephs1
291317	Rpp38
291318	Nmt2
291320	Mindy3
291324	Trdmt1
291325	St8sia6
291327	Mrc1
291328	Slc39a12
291339	Commd3
291340	Spag6
291352	Gpr158
291353	RGD1566369
291354	Enkur
291355	Prtfdc1
291356	Etl4
291359	Ly86
291361	Olr1662
291377	Rttn
291388	Cbln2
291394	Cndp2
291403	Ptgr3
291406	Zfp516
291409	Zfp236
291411	Atp9b
291414	Ctdp1
291419	RGD1565291
291423	Setbp1
291427	Loxhd1
291433	Dym
291434	Rpl17
291437	Lipg
291439	Mbd1
291440	Cxxc1
291441	Ska1
291444	Prrc1
291445	Megf10
291450	Aldh7a1
291463	Ppic
291464	Snx2
291468	Gykl1
291469	Srfbp1
291470	Ftmt
291526	Poli
291527	Stard6
291530	Ccdc68
291534	Rnmt
291539	Psmg2
291540	Cep76
291541	Cidea
291549	Oacyl
291553	Nedd4l
291555	Atp8b1
291556	Nars1
291558	RGD1562699
291561	RGD1565894
291565	Afap1l1
291567	Ppargc1b
291571	Tcof1
291577	Chsy3
291580	Minar2
291582	Slc27a6
291585	Pudp
291597	Trim36
291604	Dcp2
291605	Myot
291608	RGD1563060
291609	Ndfip1
291610	Spry4
291615	Pabpc2
291618	Kctd16
291624	Lars1
291635	Pcdhga7
291637	Pcdhga5
291640	Slc25a2
291645	Pcdhb16l
291646	Pcdhb15
291647	Pcdhb14
291648	Pcdhb11
291649	Pcdhb10
291652	Pcdhb7
291653	Pcdhb6
291654	Pcdhb5
291655	Pcdhb4
291656	Pcdhb3
291659	Ik
291660	Ndufa2
291661	Tmco6
291670	Cxxc5
291671	Hspa9
291673	Sil1
291675	Mzb1
291676	Spata24
291677	Dnajc18
291678	Wnt8a
291683	Pkd2l2
291685	Srp19
291689	Cdc23
291691	Brd8
291694	Fam13b
291699	Stard4
291703	Ercc3
291705	Iws1
291709	Slc25a46
291713	Rit2
291733	Slc39a6
291736	Rprd1a
291737	Ino80c
291750	Trappc8
291752	Dsg3
291754	Dsg4
291755	Dsg1
291759	Dsc1
291760	Dsc2
291770	Chst9
291772	Kctd1
291773	Taf4b
291784	Rmc1
291787	Rbbp8
291793	Abhd3
291794	Snrpd1
291796	Usp14
291797	Thoc1
291802	Zfp136
291813	Cmtm3
291819	Car7
291823	Cmtm1
291824	Tk2
291827	RGD1564126
291840	Slc38a7
291841	Cnot1
291844	Setd6
291846	Prss54
291847	Ccdc113
291848	Mmp15
291849	Zfp319
291850	Tepp
291852	Katnb1
291853	Drc7
291854	Adgrg3
291861	Nlrc5
291863	LOC291863
291874	Nup93
291877	Nudt21
291885	Mcm5
291905	Fto
291906	Aktip
291908	Tox3
291912	Nod2
291914	Cnep1r1
291921	N4bp1
291922	Lonp2
291923	Abcc12
291925	RGD1308706
291926	Mylk3
291927	Orc6
291929	Olr1666
291936	Hhip
291939	Mmaa
291940	Zfp827
291942	Slc10a7
291944	Ttc29
291946	Tmem184c
291947	Prmt9
291948	Pgrmc1
291952	Ces2g
291955	Ces4a
291958	B3gnt9
291960	Hsf4
291961	Exoc3l1
291962	Elmo3
291963	Tmem208
291964	Fhod1
291965	Kctd19
291966	Tppp3
291967	Zdhhc1
291969	Atp6v0d1
291974	Ripor1
291975	Enkd1
291978	Dus2
291981	Nutf2
291983	Psmb10
291984	Dpep2
291987	Utp4
291990	Cog8
291991	Tmed6
291996	Nob1
291999	Wwp2
292007	Dhx38
292008	Txnl4b
292016	Cmtr2
292017	Hydin
292019	Sf3b3
292022	Ddx19a
292023	Aars1
292027	Cfdp1
292028	Kars1
292041	Wwox
292044	Cdyl2
292051	Cmip
292058	Gins2
292060	Irf8
292064	Banp
292067	Zc3h18
292069	Ctu2
292071	Cdt1
292072	Aprt
292073	Galns
292074	Trappc2l
292077	Sult5a1
292078	Spata33
292082	Tcf25
292085	Nup133
292087	Urb2
292090	Galnt2
292095	Ttc13
292097	Arv1
292098	Pgbd5
292100	RGD1562218
292101	Sprtn
292124	Tectb
292126	Habp2
292127	Dclre1a
292129	Tdrd1
292130	Afap1l2
292138	Eno4
292139	Shtn1
292148	Eif3a
292151	RGD1563099
292152	Ces2i
292155	Hs2st1
292156	Sh3glb1
292160	Znhit6
292165	Dnai3
292168	Mcoln2
292172	Eya4
292188	Rnf217
292199	Kiaa0408L
292206	Trip13
292228	Tmem242
292244	Mrpl18
292263	Fbxo5
292264	Myct1
292266	Ccdc170
292267	Armt1
292268	Rmnd1
292279	Nox3
292295	Pabpc6
292301	Tbxt
292305	Sft2d1
292306	Rnaset2
292310	Gpr31
292311	Ttll2
292316	Smok2a
292324	Olr387
292325	B3gnt6
292328	Eola2
292330	Cyp2c80
292381	Lix1
292401	Smoc2
292404	Phf10
292406	Thbs2
292409	Fpr1
292413	Fpr3
292414	Vom2r10
292417	Vom2r11
292419	Fpr2l1
292438	Vom2r2
292450	Raet1e
292458	Raet1c
292461	Raet1l
292462	Lrp11
292464	Katna1
292474	RGD1560633
292477	Adgb
292483	Stx11
292485	Fuca2
292486	Aig1
292516	Actl9b
292531	Vom2r26
292534	Tsen34
292535	Leng1
292536	Prpf31
292537	Oscar
292541	Nlrp12
292543	LOC292543
292545	Nlrp4a
292547	Vom2r28
292548	Zfp418
292554	Aurkc
292559	Olr3
292560	Olr4
292561	Olr5
292563	Olr8
292566	Zscan5b
292569	Zfp444
292572	RGD1564651
292574	Obox2
292577	Nlrp9
292580	Vom1r33
292583	Rfpl4a
292584	Fiz1
292588	Ube2s
292594	Lilrb4
292597	Ttyh1
292607	Vom1r53
292610	Zfp606
292615	Vom2r35
292622	Bicra
292624	Nop53
292625	Crxos1
292640	Vta1
292654	Tmem160
292657	Slc1a5
292658	Prkd2
292661	Ptgir
292666	Psg29
292668	Ceacam11
292671	Mill1
292673	Ercc1
292680	Ccdc61
292681	Nova2
292683	Sympk
292684	Rsph6a
292686	Fbxo46
292687	Qpctl
292690	Ppm1n
292696	Clptm1
292697	Apoc2
292699	Cblc
292700	Ceacam16
292701	Ceacam20
292706	Tescl
292708	Irgq
292710	Ethe1
292711	RGD1564380
292720	Erfl
292721	Erf
292722	Tmem145
292724	Ccdc97
292728	Cyp2b21
292729	Snrpa
292732	Numbl
292734	Ltbp4
292735	Shkbp1
292737	Blvrb
292739	RGD1307554
292746	Fcgbpl1
292747	Fbl
292750	Plekhg2
292751	Med29
292755	Nccrp1
292756	Pak4
292757	Fbxo17
292758	Mrps12
292759	Sars2
292760	Rinl
292762	Eif3k
292763	Map4k1
292764	Fam98c
292765	Ggn
292766	Psmd8
292767	Catsperg
292768	Yif1b
292770	Spint2
292771	Sipa1l3
292777	Tbcb
292778	Polr2i
292780	Alkbh6
292781	Syne4
292786	RGD1560986
292787	Lin37
292788	Psenen
292792	Tmem147
292793	Sbsn
292794	Ffar2
292801	Scgb1b24
292804	Gpi
292808	Pepd
292809	Wdr88
292810	Gpatch1
292811	Cep89
292814	Pdcd5
292816	Zfp507
292820	Zfp536
292831	Pop4
292843	Siglec5
292844	Siglec10
292845	Etfb
292846	Siglec8
292847	Ctu1
292848	Klk13
292849	Klk11
292850	Klk10
292851	Klk9
292852	Klk7
292855	Klk1c12
292858	Klk1c10
292866	Klk1c8
292868	Klk1c9
292872	Klk1c3
292874	RGD1309036
292875	Aspdh
292876	Josd2
292878	Emc10
292879	Mybpc2
292884	Zfp473
292886	Tbc1d17
292887	Akt1s1
292888	Ptov1
292889	Med25
292890	Tsks
292892	Irf3
292894	Nosip
292898	Pih1d1
292902	Slc6a16
292905	Hrc
292907	Ruvbl2
292912	Rasip1
292913	Fam83e
292915	Sult2b1
292916	Syngr4
292918	Otog
292925	Tsg101
292928	RGD1560730
292934	Dbx1
292935	Htatip2
292944	Reps1
292947	Arfgef3
292948	RGD1560303
292949	Perp
292964	Rpl36a
292988	Mkrn3
292994	Tjp1
292995	Tm2d3
292999	Chsy1
293004	Adamts17
293012	Olig3
293016	Map7
293017	Bclaf1
293019	Arrdc4
293023	Klhl25
293024	Akap13
293038	Zfp592
293042	Sema4b
293044	Zfp710
293046	Mesp2
293047	Kif7
293048	Rhcg
293049	Rlbp1
293050	Abhd2
293052	Isg20
293054	Mrpl46
293056	Cpeb1
293057	Whamm
293058	Ramac
293059	RGD1305713
293060	Btbd1
293061	Saxo2
293065	Tmc3
293067	Zfand6
293069	Vom2r41
293070	Olr11
293072	Olr10
293075	Olr13
293081	Olr19
293083	Olr20
293085	Olr23
293091	Olr30
293098	Tmem135
293103	Hikeshi
293104	Eed
293107	Ccdc89
293112	Crebzf
293113	Tmem126a
293114	Tmem126b
293117	Ankrd42
293118	Prcp
293128	Nars2
293129	Alg8
293130	Ndufc2
293135	Lrrc32
293140	Olr35
293142	Spcs2
293144	Pold3
293148	C2cd3
293149	Mrpl48
293150	Stard10
293152	Art2b
293154	Folr2
293155	Anapc15
293156	Lrrc51
293160	RGD1311703
293165	Sox6
293166	Insc
293173	Far1
293181	Galnt18
293184	Ctr9
293186	Lyve1
293188	Olr48
293189	Olr47
293192	Olr45
293193	Olr44
293195	Olr41
293197	Olr40
293198	Olr39
293201	Olr62
293205	Olr56
293210	Olr50
293211	Olr49
293214	Olr68
293215	Olr70
293218	Olr74
293221	Olr78
293222	Olr79
293223	Olr80
293224	Olr81
293226	Olr83
293227	Olr84
293228	Olr85
293232	Olr91
293233	Olr92
293234	Olr93
293238	Olr97
293240	Olr98
293242	Olr103
293243	Olr104
293244	Olr105
293245	Olr106
293246	Olr107
293247	Olr108
293250	Olr112
293251	Olr113
293253	Olr115
293255	Olr119
293256	Olr120
293257	Olr121
293258	Olr122
293260	Olr124
293262	Olr126
293263	Olr128
293267	Hbe1
293268	Olr130
293271	Olr132
293273	Olr136
293278	Olr139
293279	Olr140
293280	Olr141
293281	Olr143
293282	Olr144
293285	Olr148
293287	Ubqlnl
293288	RGD1310717
293289	Olr149
293294	Trim6
293301	Olr153
293302	Olr155
293303	Olr156
293304	Olr157
293305	Olr159
293309	Olr163
293310	Usp17l5
293312	Olr165
293314	Olr167
293315	Olr168
293316	Olr170
293318	Olr171
293319	Olr172
293321	Olr176
293325	Olr178
293327	Olr180
293328	Olr183
293329	Olr184
293330	Olr185
293333	Olr189
293334	Olr190
293336	Olr193
293338	Olr196
293339	Olr197
293340	Olr200
293342	Olr201
293343	Fhip1b
293344	Arfip2
293345	Taf10
293347	Gvinp1
293350	Olr203
293351	Olr204
293353	Olr206
293355	Olr208
293357	Olr210
293358	Olr211
293361	Olr214
293362	Olr215
293364	Olr217
293365	Olr219
293367	Olr221
293368	Olr222
293369	Olr223
293370	Olr227
293373	Olr229
293374	Olr230
293375	Olr231
293377	Olr233
293379	Olr234
293381	Olr235
293382	Olr237
293383	Olr239
293384	Olr240
293387	Olr242
293389	Olr244
293390	Olr245
293391	Olr246
293392	Olr247
293394	Olr251
293398	Olr252
293399	Olr263
293400	Olr262
293402	Olr259
293408	Hbs1l
293410	Swap70
293415	Tmem9b
293418	Rpl27a
293421	Olr285
293424	Olr282
293425	Olr281
293426	Nlrp10
293427	Eif3f
293429	Olr279
293431	Olr276
293435	Olr267
293437	Olr270
293439	Olr272
293442	Abca15
293444	Abca16
293448	Uqcrc2
293449	Vwa3a
293451	Hs3st2
293452	Palb2
293453	Ndufab1
293454	Ubfd1
293455	Gga2
293456	Cog7
293476	Xpo6
293481	Tufm
293484	Eif3c
293485	Cln3
293488	Sgf29
293489	Slx1b
293490	Gdpd3
293491	Ypel3
293493	Tlcd3b
293494	Ino80e
293497	Kctd13
293498	Asphd1
293500	Pagr1
293502	Kif22
293504	Qprt
293505	Cd2bp2
293507	Septin1
293508	Prkacb
293511	Zfp688
293514	Bcl7c
293515	Ctf2
293522	Ahsp
293524	Bag3
293526	Ate1
293528	Nsmce4a
293537	Hmx3
293538	Hmx2
293544	Pdilt
293545	Gpr139
293546	Gprc5b
293551	Arl6ip1
293561	Rnf152
293566	Cpxm2
293568	Nkx1-2
293570	Abraxas2
293573	Mmp21
293586	Zfp511
293587	Fuom
293589	Paox
293590	Olr288
293591	Scart1
293594	Olr292
293595	Olr295
293596	Olr297
293597	Olr298
293598	Olr299
293599	Olr300
293600	Olr302
293601	Olr303
293603	Olr305
293605	Olr307
293607	Olr309
293609	Olr315
293613	RGD1309350
293614	Ric8a
293615	Sirt3
293617	Ifitm5
293618	Ifitm1
293619	Pkp3
293620	Ptdss2
293621	Hras
293623	Rassf7
293624	Irf7
293625	Pidd1
293627	Tspan4
293628	Chid1
293631	Brsk2
293632	Ifitm10
293634	Tmem171
293637	Phlda2
293638	Cars
293645	Ppfia1
293648	Mrgprd
293649	Lrp5
293650	Tcirg1
293652	Ndufs8
293653	Acy3
293654	Doc2g
293655	Ndufv1
293656	RGD1307603
293660	Rhod
293663	Rbm4
293665	Zdhhc24
293666	mrpl11
293667	B4gat1
293668	Brms1
293669	Cd248
293671	Sf3b2
293673	Eif1ad
293674	Drap1
293676	Ctsw
293677	Efemp2
293678	Mus81
293684	Scyl1
293686	Slc22a20
293688	Tm7sf2
293689	RGD1560544
293690	Sac3d1
293691	Snx15
293692	Ehd1
293693	Cdc42bpg
293694	Map4k2
293698	Ccdc88b
293700	Trmt112
293701	Esrra
293702	Fkbp2
293703	Nudt22
293704	Trpt1
293705	Otub1
293710	Lgals12
293711	Plaat5
293719	Ubxn1
293721	Ganab
293722	B3gat3
293725	Eef1g
293731	Scgb1d4
293733	Incenp
293735	Best1
293736	Myrf
293738	Ccdc86
293739	Ms4a10
293741	Ms4a12
293743	Ms4a14
293744	Ms4a7
293746	Ms4a4c
293749	Ms4a6bl
293750	Ms4a6b
293753	Ms4a3
293754	Mrpl16
293759	Olr321
293761	Olr323
293762	Olr324
293763	Olr325
293764	Olr326
293765	Olr327
293769	Olr332
293773	Olr329
293774	Dtx4
293779	Glyat
293781	Olr338
293783	Lpxn
293785	Olr340
293788	Olr343
293789	Olr346
293793	Olr352
293794	Olr357
293803	Olr371
293805	Olr373
293808	Olr375
293809	Olr376
293810	Olr377
293812	Olr379
293813	Olr380
293815	Olr382
293816	Olr383
293817	Olr384
293820	Psat1
293823	Prune2
293828	Mphosph10
293829	Mcee
293832	Magea10
293840	Pnma3
293841	Xlr4a
293844	Haus7
293846	RGD1565183
293847	Dusp9
293849	Zfp275
293852	Bcap31
293854	Srpk3
293856	Pdzd4
293860	Flna
293862	Fam50a
293863	Lage3
293864	Ubl4a
293871	Carnmt1
293874	Trpm6
293878	Olr1768
293886	Cdc37l1
293888	Plgrkt
293890	Mlana
293894	Tpd52l3
293897	Dkk1
293918	Fmr1nb
293922	Aff2
293935	Prrg3
293937	Pkd2l1
293938	Bloc1s2
