ENTREZID	SYMBOL
317335	Ddx3x
317341	Ube2q2l
317343	Med14
317344	RGD1565685
317346	Bcor
317366	Pim2
317368	Porcn
317370	Wdr13
317371	Was
317374	Timm17b
317376	Tfe3
317377	Ccdc120
317379	Magix
317380	Prickle3
317381	Ccdc22
317382	Foxp3
317385	Fus
317389	Ccnb3
317391	Shroom4
317395	Spin2a
317396	Ubqln2
317398	Usp51
317399	Ddx21
317405	Gprasp2
317407	Bhlhb9
317409	MGC109340
317413	Morf4l2
317416	Itih6
317418	Tsr2
317420	Wnk3
317423	FAM120C
317425	Phf8
317431	Ribc1
317432	Kdm5c
317435	Shroom2
317439	Wwc3
317444	Hccs
317456	LOC317456
317464	Msl3
317468	Tlr7
317470	Egfl6
317471	Saxol1
317486	RGD1565844
317494	Nhs
317498	Ppef1
317508	Map7d2
317517	Ptchd1
317533	Srsf8
317546	Tab3
317553	Il1rapl1
317575	Smarca1
317576	Ocrl
317578	Sash3
317579	Utp14a
317580	Rab33a
317584	RGD1566225
317589	Stk26
317590	Magec2
317593	RGD1561327
317597	RGD1560585
317598	Mcf2
317599	Atp11c
317604	RGD1566008
317608	Gpr101
317612	Htatsf1
317614	Map7d3
317617	Hdx
317627	Baz2b
317628	Apex2
317630	Bloc1s6
317646	Rpl13a
317673	Bbc3
317674	Fzd5
317675	Tph2
317676	Lat2
317715	Gsc
319104	Taar8a
319105	Taar8c
319106	Taar8b
319107	Taar9
319110	Hnrnpr
319113	Yrdc
337868	Myod1
337920	Naglt1
338401	Crip2
338418	Scgb3a1
338443	Gpbar1
338457	Tlr9
338458	Obscn
338474	Tmem132a
338475	Nrep
338477	Sla
353118	MAST1
353218	Tnfsf9
353227	Zbtb16
353228	Zar1
353229	Sgms1
353230	Lhfpl4
353231	Spg7
353233	Nsmaf
353250	Hcar2
353251	Prss21
353252	Rdh10
353253	Kir3dl1
353255	Nadsyn1
353256	Gtf2i
353302	Kif15
353303	Col23a1
353304	Pigu
353305	Tbx3
353306	Spata31a5
353307	Slc29a3
353316	Gsdme
353317	Acsm4
353495	Csr
353498	Cyp11b3
359725	Cbr4
359726	Rnasel
359727	Bysl
359728	Rab40c
359959	Rhebl1
360034	Myrip
360161	Nek6
360202	Ston1
360204	Zfp24
360228	Wfdc21
360229	Cox8c
360230	Stk40
360243	Top2a
360254	Brca2
360268	Sult1e1
360272	Slit2
360302	Ptprk
360323	RT1-N2
360348	Hsd3b1
360389	Zfp422
360395	Prr4
360406	Ptprf
360417	Ptprq
360420	Rdh7
360426	Pla2g6
360445	Crisp2
360457	Vegfd
360459	Bmerb1
360461	Cep20
360462	Ntan1
360463	Mpv17
360464	Parn
360466	Zc3h7a
360467	Tvp23a
360468	Emp2
360471	Usp7
360475	Alg1
360476	Nagpa
360477	Glyr1
360478	Smim22
360479	Dnaaf8
360480	Cdip1
360481	Dnaja3
360482	Tfap4
360483	RGD1561796
360486	Grep1
360487	RGD1561157
360488	Flywch1
360491	Traf7
360492	Jpt2
360494	Tsr3
360495	Lmf1
360496	Ciao3
360497	Wdr24
360498	Jmjd8
360500	Arhgdig
360502	Fam234a
360503	Luc7l
360504	Hba-a2
360505	Nprl3
360506	RGD1311343
360508	Smim23
360509	Dock2
360511	Pank3
360514	Ublcp1
360515	Clint1
360518	Gfpt2
360519	Rasgef1c
360520	Tbc1d9b
360521	Rufy1
360524	Zcchc10
360526	P4ha2
360531	Sap30l
360533	Rnf187
360534	Trim11
360537	Tom1l2
360539	Slc47a1
360540	Akap10
360543	Myh4
360546	Efnb3
360547	Sat2
360548	Tnfsf12
360549	Plscr3
360550	Phf23
360551	Bcl6b
360552	Pelp1
360553	Vmo1
360554	Rnf167
360555	Inca1
360557	Nlrp1a
360559	Pimreg
360560	RGD1304728
360563	Ncbp3
360564	Tax1bp3
360565	Spata22
360567	Ccdc92b
360568	Mettl16
360569	Mrm3
360570	Myo18a
360571	Rab34
360572	Rpl23a
360574	Utp6
360575	Ankrd13b
360576	Trarg1
360577	Nxn
360579	Ccl9
360580	Dusp14
360581	Tada2a
360583	Dhrs11
360584	Ggnbp2
360588	Brip1
360589	Ints2
360590	Ypel2
360591	Prr11
360592	Trim37
360593	Ppm1e
360594	Mrps23
360595	Rnft1
360596	Msi2
360600	Spag9
360602	Luc7l3
360604	Spata20
360605	Epn3
360606	Itga3
360609	Cbx1
360610	Nfe2l1
360611	Copz2
360612	Scrn2
360613	Cwc25
360615	Fbxo47
360616	Ppp1r1b
360617	Mien1
360618	Ormdl3
360619	Gsdma
360620	Wipf2
360621	Cdc6
360622	Igfbp4
360623	Krt28
360625	Krt12
360626	Krt19
360627	Fkbp10
360629	Nt5c3b
360630	Naglu
360631	Mlx
360632	Retreg3
360634	Plekhh3
360635	Etv4
360636	Slc25a39
360637	Ccdc43
360638	Adam11
360639	Dcakd
360640	Map3k14
360642	Kansl1
360643	Cdc27
360645	Taco1
360646	Limd2
360647	Icam2
360649	RGD1359290
360650	Amz2
360652	Sdk2
360654	Dnai2
360655	Cd300le
360656	Cdr2l
360658	Gga3
360659	Mif4gd
360661	Llgl2
360662	Sap30bp
360663	Unk
360664	Ten1
360665	Jmjd6
360667	Mfsd11
360668	Sec14l1
360670	Slc26a11
360672	Cep131
360673	Tepsin
360674	Bahcc1
360677	Mcrip1
360678	Arhgdia
360681	Narf
360682	Wdr45b
360687	Cadm2
360692	RGD1563888
360695	Eva1c
360697	Ifngr2
360698	Tmem50b
360699	Dnajc28
360700	RGD1562683
360702	Ttc3
360703	Vps26c
360704	Hmgn1
360707	RGD1310935
360709	Tfg
360711	Cip2a
360712	Morc1
360714	Gtpbp8
360715	Boc
360717	Gramd1c
360718	Popdc2
360719	Hgd
360720	Rabl3
360721	Fam162a
360722	Pdia5
360725	Snx4
360726	Fyttd1
360730	Ostn
360731	Tprg1
360733	Rtp4
360734	Dnajb11
360737	Tbx1
360738	Tango2
360739	Ranbp1
360741	Ess2
360742	Dgcr2
360743	Med15
360745	Lztr1
360746	Ppil2
360747	Spag6l
360748	Prkdc
360750	Ccl25
360753	Pnpla6
360754	Zfp358
360757	Medag
360760	Pan3
360761	Lnx2
360762	Polr1d
360763	Usp12
360764	Zfp655
360768	Ccz1b
360772	Zfand2a
360773	Sun1
360775	Zfp157
360776	Lamtor4
360777	RGD1563400
360779	Lrch4
360785	Ap1s1
360790	Upk3b
360792	Styxl1
360793	Rhbdd2
360796	Rcc1l
360797	Rabgef1
360799	Nupr2
360800	Sumf2
360801	Ncor2
360803	Snrnp35
360804	Cdk2ap1
360807	Rsrc2
360810	Gpn3
360811	Naa25
360814	Rasal1
360815	Ddx54
360816	Sdsl
360817	Med13l
360818	Fbxo21
360819	Suds3
360820	Pxn
360821	Gatc
360822	Sppl3
360823	Ankrd13a
360824	Wscd2
360826	Hscb
360827	Ulk1
360828	Noc4l
360829	Ankle2
360831	Abhd11
360833	Kdsr
360834	Vps4b
360835	Cdh19
360838	Lypd1
360839	Tmem163
360840	Srgap2
360842	Plekha6
360843	Etnk2
360845	Zc3h11a
360847	Ube2t
360848	Shisa4
360849	Kif14
360850	Nek7
360851	RGD1566099
360853	Uchl5
360854	Arpc5
360855	Smg7
360857	Rgs16
360858	Lhx4
360860	Cop1
360863	Suco
360864	RGD1309106
360866	Scyl3
360867	Ccdc181
360868	Sft2d2
360869	Tiprl
360871	Mpzl1
360872	Rcsd1
360873	Gpa33
360874	Tada1
360878	Klhdc9
360881	Dusp23
360882	Cadm3
360886	Ahctf1
360887	Coq8a
360891	Enah
360893	Taf1a
360894	RGD1310587
360895	Rrp15
360896	Esrrg
360899	Sertad4
360900	Traf3ip3
360903	Fgfrl1
360904	Idua
360905	Mtf2
360906	Dipk1a
360908	Cdc7
360910	Abcg3l2
360912	Helq
360914	Plac8
360915	Cops4
360916	Tmem150c
360917	Cnot6l
360918	Pf4
360919	LOC360919
360920	Mob1b
360921	Rufy3
360922	Jchain
360926	Lnx1
360928	Dcun1d4
360932	Atp10d
360937	Tbc1d1
360942	Pcdh7
360945	Sel1l3
360946	Zcchc4
360947	Pacrgl
360949	Cpeb2
360950	Wdr1
360952	Tmem128
360953	Stx18
360955	Man2b2
360956	Tbc1d14
360958	Ablim2
360959	Htra3
360960	Hmx1
360961	Mxd4
360962	Tacc3
360967	Rnf185
360968	Tbc1d10a
360969	Castor1
360970	Cabp7
360971	Nipsnap1
360972	Thoc5
360973	Gas2l1
360975	Ogdh
360977	Tbrg4
360980	Tns3
360983	Lgalsl
360985	Tmem17
360990	Usp34
360991	Vrk2
360992	Pnpt1
360993	Ppp4r3b
360994	Chac2
360997	Abcg3l4
360998	LOC360998
361002	Dusp13
361003	Dusp29
361004	Zswim8
361005	Chchd1
361006	Cfap70
361008	Spetex-2H
361012	Spetex-2E
361013	Ube2e2
361014	Ngly1
361015	Atxn7
361016	Cfap20dc
361018	Fam107a
361020	Rpp14
361025	Txndc16
361028	Mapk1ip1l
361029	Ktn1
361030	Tmem260
361032	Armh4
361033	Olr1619
361034	Arhgef40
361035	Mettl3
361037	Mrpl52
361038	RGD1308430
361039	Cirop
361041	Carmil3
361042	Pck2
361043	Tm9sf1
361044	Sdr39u1
361046	Parp4
361047	Ska3
361049	RGD1563302
361050	Rcbtb1
361051	Phf11
361052	Cdadc1
361054	Ebpl
361055	Kpna3
361056	Rnaseh2b
361057	Ints6
361059	Ccdc25
361060	Ebf2
361063	Entpd4
361064	R3hcc1
361065	Bin3
361066	RGD1308117
361068	Nudt18
361069	Dmtn
361070	Xpo7
361071	Sucla2
361073	Cog3
361074	Slc25a30
361076	Dgkh
361080	Ppial4g
361084	Lmo7
361086	Scel
361087	Slain1
361088	Obi1
361089	Ndfip2
361091	Uggt2
361092	Stk24
361094	Ubac2
361095	Zic5
361096	Zic2
361099	Spetex-2G
361100	Top2b
361102	Polr3a
361103	Zmiz1
361104	Zcchc24
361105	Plac9
361107	Actr8
361109	Dcp1a
361110	Stimate
361111	Smim4
361112	Vstm4
361118	Prxl2a
361120	Eps15l1
361122	Ankle1
361126	Sugp2
361128	Nr2c2ap
361129	Hapln4
361131	Pbx4
361135	Marchf1
361137	Tmem192
361142	Galntl6
361147	Primpol
361149	Ankrd37
361151	Ufsp2
361153	Fam149a
361159	Eri1
361160	Leprotl1
361162	Purg
361165	Hgsnat
361167	Bag4
361169	Letm2
361170	Adam32
361171	Golga7
361174	Alg11
361176	Upf3a
361178	Tfdp1
361180	Grtp1
361181	Cul4a
361182	Pcid2
361183	Ankrd10
361184	Cars2
361185	Naxd
361187	Asb5
361190	Usp19
361191	Nsun2
361192	RGD1308544
361195	Cdc14b
361196	Habp4
361197	Ercc6l2
361201	RGD1311345
361202	Gkap1
361205	Lect2
361206	Slc25a48
361207	Tmed9
361208	Rab24
361212	Rnf44
361213	Sptlc1
361214	RGD1561671
361215	Auh
361217	Spin1
361219	Fbxw17
361221	Nol8
361223	Fgd3
361224	Card19
361226	Cd83
361227	Tbc1d7
361228	Adtrp
361230	Tmem170b
361232	Pak1ip1
361233	Ssr1
361237	Cdyl
361238	Pxdc1
361239	Bphl
361241	Serpinb9
361242	Dusp22
361243	Cdkal1
361244	RGD1307443
361245	Cmahp
361247	Hist1h2bd
361251	Elmo1
361253	Sugct
361255	Tbce
361256	Svil
361257	RGD1564129
361258	Cul2
361261	Ccny
361262	Heatr1
361266	Akr1c13
361267	Akr1c15
361268	Asb13
361269	Tasor2
361271	Upf2
361272	Dhtkd1
361273	Sec61a2
361274	Nudt5
361275	Bend7
361276	Cdnf
361277	Acbd7
361282	Plxdc2
361285	Mllt10
361286	Msrb2
361288	Fundc2
361289	Colec12
361293	Riok3
361295	Ss18
361296	Rnf125
361300	Mocos
361301	Tpgs2
361303	Lims2
361308	Kif20a
361309	Paip2
361310	Pfdn1
361312	RGD1563159
361313	Rell2
361314	Arap3
361315	Yipf5
361317	Rbm27
361319	Spink5
361321	Atg12
361323	Commd10
361324	Sema6a
361326	Dtwd2
361327	Prr16
361328	Snx24
361332	Adamts19
361335	Hmgxb3
361338	Fech
361341	Ccbe1
361342	Cplx4
361344	Mppe1
361346	LOC361346
361348	Mro
361351	Hdhd2
361352	Slc66a2
361354	Fbxo15
361358	Bean1
361363	Ccdc102a
361364	Dok4
361365	Polr2c
361367	Amfr
361368	Large1
361370	Tom1
361374	Brd7
361375	Heatr3
361377	Phkb
361378	Man2b1
361381	Rad23a
361383	Adgre5
361384	Dnajb1
361385	Ndufb7
361387	Zfp330
361388	Gab1
361389	Anapc10
361390	Abce1
361391	Cbfb
361394	Lrrc36
361396	Ranbp10
361399	Edc4
361400	Nfatc3
361401	Pla2g15
361402	Prmt7
361403	Terf2
361407	Cog4
361410	Tmem231
361412	Adamts18
361413	Nudt7
361414	Vat1l
361415	Dynlrb2
361416	Cenpn
361418	Hsdl1
361419	Dnaaf1
361420	Taf1c
361422	Cotl1
361423	Cibar2
361424	RGD1309651
361425	Emc8
361430	Piezo1
361431	Cbfa2t3
361432	Cdh15
361433	Cpne7
361434	Cdk10
361435	Fanca
361436	Afg3l1
361437	Dbndd1
361438	Gas8
361439	Abcb10
361441	Fam89a
361442	Sipa1l2
361443	Ntpcr
361448	Ginm1
361449	Ppil4
361450	Ust
361452	Ltv1
361453	Adat2
361454	Ccdc28a
361456	LOC361456
361458	Akap7
361459	Clvs2
361462	Hddc2
361465	Echdc1
361466	Tppp
361467	Lpcat1
361472	Mthfd1l
361473	Mtrf1l
361474	Ipcef1
361476	Rsph3
361478	Pnldc1
361481	Prr18
361485	Ermard
361487	Zfp52
361493	Lilrb3l
361495	Usp29
361500	Nat14
361501	Isoc2b
361502	Ppp6r1
361503	Eps8l1
361504	Rdh13
361505	Cdc42ep5
361506	Leng8
361508	Mzf1
361509	Ube2m
361510	Sult2a2
361512	Ehd2
361514	Meis3
361515	Pnma8a
361516	Ceacam12
361517	Vasp
361519	Zfp428
361520	Dmac2
361522	Hnrnpul1
361523	Cyp2b2
361526	Sertad1
361527	Pld3
361528	Ttc9b
361531	Paf1
361532	Sirt2
361537	Tyrobp
361538	Prodh2
361541	Proser3
361542	U2af1l4
361544	Etv2
361545	Rbm42
361548	Dmkn
361549	Lgi4
361550	Gramd1a
361551	Scgb1b30
361552	Wtip
361554	Lsm14a
361555	Ankrd27
361560	Vstm2b
361564	Garin5a
361565	Vrk3
361567	Bcl2l12
361568	Rras
361569	Prr12
361570	Prrg2
361571	Aldh16a1
361574	Snrnp70
361576	Tulp2
361577	Kdelr1
361578	Nomo1
361580	Gtf2h1
361584	Siglech
361585	Ube3a
361586	Trpm1
361588	Lrrc28
361594	Aen
361596	Idh2
361597	Fes
361598	Iqgap1
361600	Tm6sf1
361601	Abhd17c
361602	Me3
361604	Sytl2
361605	Pcf11
361606	Aamdc
361607	Emsy
361612	P4ha3
361613	Ppme1
361614	Fam168a
361615	Relt
361617	Arap1
361618	Stim1
361619	Hbb-b1
361621	Olfml1
361623	Trim66
361624	Akip1
361625	Nrip3
361626	Tmem41b
361627	Zfp143
361628	Eif4g2
361630	Tead1
361631	Cyp2r1
361632	Pik3c2a
361634	Ccp110
361635	Vps35l
361637	Acsm5
361638	Acsm1
361640	Polr3e
361641	Ears2
361643	Lcmt1
361645	Nsmce1
361646	Katnip
361648	Spns1
361649	Atxn2l
361650	Hirip3
361651	Prrt2
361652	Srcap
361653	Armc5
361654	Rusf1
361655	Tial1
361658	Btbd16
361659	Plekha1
361661	Pstk
361662	Bub3
361663	Lhpp
361664	Eef1akmt2
361666	Bccip
361667	Dhx32
361668	Ebf3
361669	Tcerg1l
361671	Pwwp2b
361672	Kndc1
361673	Ifitm3
361674	Eps8l2
361675	Cend1
361676	Pnpla2
361677	Tollip
361679	Dusp8
361680	Lsp1
361682	Tssc4
361684	Nap1l4
361685	Tnfrsf26
361686	Osbpl5
361688	Kmt5b
361689	Unc93b1
361692	Nudt8
361694	Pitpnm1
361695	Tmem134
361696	Rps6kb2
361697	Tbc1d10c
361698	Pold4
361699	Ankrd13d
361700	Kdm2a
361702	RGD1563323
361704	Ctsf
361705	Cnih2
361707	Tsga10ip
361708	Snx32
361709	Ap5b1
361710	Sipa1
361711	Dpf2
361712	Syvn1
361714	Rasgrp2
361715	Rps6ka4
361717	Dnajc4
361718	Naa40
361719	Spindoc
361722	Bscl2
361724	Mta2
361725	Scgb2a1
361726	Sdhaf2
361727	Tmem216
361728	Tmem138
361729	Cyb561a3
361730	Tkfc
361732	Tmem109
361733	Ms4a8
361734	Ms4a4a
361735	Ms4a6a
361736	Patl1
361739	Tmc1
361740	RGD1359158
361744	Tmem252
361745	Smarca2
361746	Rfx3
361747	Spata6l
361749	Il33
361751	Rnls
361752	Pde6c
361753	Noc3l
361755	Aldh18a1
361757	Opalin
361760	Cutc
361764	Sema4g
361765	Btrc
361767	Poll
361769	Sufu
361771	Zdhhc6
361773	Ccdc186
361774	Fhip2a
361775	Trub1
361776	Ccdc172
361778	Sfxn4
361783	Zfp57
361784	Polr1h
361787	RT1-T24-1
361788	Prr3
361789	Atat1
361790	Ppp1r18
361791	Nrm
361794	Nfkbil1
361795	Ltb
361796	Abhd16a
361798	Ehmt2
361799	Dxo
361800	Stk19
361801	Rxrb
361802	Hsd17b8
361805	Uqcc2
361807	Lemd2
361808	Snrpc
361809	Zfp523
361810	Fkbp5
361811	Srpk1
361812	Pnpla1
361813	Stk38
361814	Srsf3
361815	Rnf8
361816	Zfand3
361818	Rsph1
361819	RGD1566085
361821	Col6a2
361822	Ybey
361824	Chchd10
361825	Smarcb1
361828	Specc1l
361831	Ube2d1
361832	Bicc1
361833	Ank3
361834	Cabcoco1
361836	Slc25a16
361838	Hnrnph3
361839	Ctnna3
361840	Spock2
361842	Sar1a
361843	Aifm2
361844	Macroh2a2
361845	Eif4ebp2
361846	Vps26a
361848	Ddx50
361849	Ccar1
361852	Mcmdc1
361853	Fam184a
361856	Tube1
361857	Traf3ip2
361858	Gtf3c6
361859	Cdc40
361866	Hace1
361871	Rfesd
361873	Cxadrl1
361875	Atp6ap1l
361877	Ssbp2
361878	Tent2
361879	Wdr41
361881	Zbed3
361882	Arhgef28
361883	Mrps27
361884	Mccc2
361886	Adamts6
361887	Cwc27
361888	Srek1ip1
361894	Ndufaf2
361895	Elovl7
361898	Ankrd55
361902	Mroh2b
361907	Fbxl7
361916	Chmp4c
361917	Zfand1
361920	Ythdf3
361921	Ect2
361923	Rpl22l1
361924	Mynn
361925	Actl6a
361927	Fxr1
361929	Atp11b
361930	Bbs7
361935	Spata5
361939	Mfsd8
361940	Pgrmc2
361941	RGD1359508
361943	Pcdh10
361944	Elf2
361945	Postn
361946	Supt20h
361948	Nbea
361953	Lekr1
361954	Veph1
361956	Rsrc1
361957	Mfsd1
361959	Kpna4
361964	Zbbx
361967	Ppid
361968	Tmem144
361969	Fga
361970	Trim2
361972	Tmem154
361974	Gatb
361975	Lrba
361976	Mettl25b
361977	Isg20l2
361979	Tsacc
361980	Khdc4
361984	Ubap2l
361985	Ns5atp4l1
361986	Slc39a1
361987	Dennd4b
361988	Ints3
361990	Chtop
361991	S100a16
361992	Them4
361993	Them5
361994	Bnipl
361995	Prpf3
361999	Anp32e
362002	Rnf115
362003	Gpr89b
362004	Gdap2
362007	Sike1
362011	Dram2
362012	Strip1
362013	Ahcyl1
362015	Ampd2
362017	Cyb561d1
362018	Sypl2
362019	Elapor1
362020	Cfap276
362021	Gpsm2
362029	Agl
362031	Alg14
362035	Ndst4
362036	Ank2
362037	Ap1ar
362039	Pla2g12a
362040	Ostc
362041	Rpl34
362042	Gimd1
362044	Cenpe
362045	Lamtor3
362046	Dapp1
362047	RGD1309170
362048	Tspan5
362049	Unc5c
362050	Gbp5
362051	Lmo4
362052	Clca5
362053	Clca4
362056	Spata1
362058	Miga1
362061	Cryz
362065	Wls
362076	Il36b
362077	Il1f10
362078	Ehmt1
362081	Fbxw5
362083	Ajm1
362084	Rabl6
362085	Sohlh1
362087	Ubac1
362088	Snapc4
362090	Dipk1b
362092	Brd3
362093	Wdr5
362094	Mrps2
362095	Gtf3c5
362096	Setx
362098	Gle1
362100	Endog
362102	Ptpa
362103	Ntmt1
362106	Fubp3
362107	Aif1l
362110	Cdk9
362111	Sh2d3c
362112	Tor2a
362113	Ptrh1
362115	Niban2
362118	Mvb12b
362119	C5
362120	RGD1308742
362122	Morn5
362125	Nr6a1
362129	Gtdc1
362132	Epc2
362133	Lypd6b
362134	Mmadhc
362136	Dapl1
362137	Wdsub1
362138	Rbms1
362141	Slc38a11
362142	Bbs5
362145	Slc25a12
362149	Cir1
362151	Lnpk
362152	Hnrnpa3
362153	Cwc22
362154	Zc3h15
362156	Zdhhc5
362160	Celf1
362161	Rapsn
362162	Arfgap2
362164	Atg13
362165	Creb3l1
362166	Phf21a
362169	Alkbh3
362170	Api5
362171	Prr5l
362172	Trim44
362173	Caprin1
362175	RGD1563222
362176	Lmo2
362178	Cstf3
362181	RGD1560017
362182	Rcn1
362184	Dnajc24
362185	Mpped2
362186	Kif18a
362187	Ccdc34
362188	Slc5a12
362191	Dph6
362194	Bahd1
362196	Chac1
362197	Mapkbp1
362199	Vps39
362201	Ccndbp1
362202	Epb42
362203	Tubgcp4
362204	Golm2
362205	Shf
362211	Mall
362212	Tmem87b
362214	Nop56
362216	Mrps26
362217	Cenpb
362218	Rnf24
362219	Gpcpd1
362220	Lamp5
362223	Snrpb2
362224	Kat14
362226	Sec23b
362227	Dtd1
362228	Naa20
362229	Xrn2
362231	Cst9l
362235	Syndig1
362237	Tbc1d20
362238	Dusp15
362240	Nol4l
362242	Snta1
362245	Map1lc3a
362246	Tp53inp2
362247	Trpc4ap
362248	Procr
362249	Cpne1
362251	Rbm39
362252	Scand1
362255	Vstm2l
362257	Ralgapb
362258	Actr5
362260	Dhx35
362261	Lpin3
362262	Emilin3
362263	Ptprt
362264	Srsf6
362265	Ift52
362267	Svs6
362268	Rbpjl
362269	Pcif1
362271	Elmo2
362272	Trp53rkb
362273	Cse1l
362274	Ddx27
362275	B4galt5
362277	Rnf114
362278	Peds1
362279	Pard6b
362280	Tfap2c
362281	Rae1
362282	Pck1
362283	Stx16
362284	Phactr3
362285	Col9a3
362286	Dido1
362287	Slc17a9
362288	Rtel1
362289	Lime1
362291	Myt1
362293	Dnajb6
362294	Ube3c
362295	Lmbr1
362297	Rbm33
362298	Actr3b
362300	Agap3
362301	Tmub1
362302	Abcb8
362303	Klhl7
362304	Orc5
362316	Cdk14
362317	Krit1
362319	Tmbim7
362320	Fam133b
362322	Slc25a13
362323	Sdhaf3
362324	Mios
362325	Mdfic
362326	Tspan12
362329	Impdh1
362331	Ccdc136
362332	Flnc
362334	Tmem140
362335	Nup205
362336	Fam180a
362339	Creb3l2
362341	Zc3hav1l
362342	Hipk2
362343	Parp12
362344	Ndufb2
362346	Prss37
362347	Prss3
362353	Tcaf1
362356	Cul1
362358	Krba1
362359	Pals2
362360	Osbpl3
362361	Hnrnpa2b1
362364	Tril
362366	Fkbp14
362367	Znrf2
362368	Ggct
362374	Vopp1
362375	Lancl2
362376	Herc6
362377	Herc3
362378	Fam13a
362383	Rpia
362384	Reep1
362385	Pole4
362388	Mrpl53
362391	Mxd1
362392	Snrnp27
362393	Antxr1
362394	Isy1
362398	Plxna1
362399	Zxdc
362401	Tmem43
362402	Fgd5
362403	Slc25a26
362404	Suclg2
362409	Sumf1
362412	Rad18
362414	Tada3
362415	Ttll3
362416	Rpusd3
362417	Il17re
362418	Irak2
362419	Tamm41
362423	Rassf4
362424	Tmem72
362425	Zfp637
362426	Bms1
362427	Mical3
362428	Rimklb
362429	Mfap5
362430	Clec4a1
362431	Clec4a3
362432	Clec4d
362433	RGD1307916
362434	Lpcat3
362436	Gpr162
362437	Iffo1
362438	Ncapd2
362440	Ndufa9
362441	Itfg2
362442	A2ml1
362443	Klrb1a
362445	Clec2d2
362447	Clec2g
362450	Prp2
362451	RGD1306750
362452	Borcs5
362453	Crebl2
362454	Hebp1
362455	Fam234b
362456	Arhgdib
362460	Golt1b
362461	C2cd5
362463	Fgfr1op2
362464	Arntl2
362465	Tmtc1
362466	Bicd1
362472	Cspp1
362474	Adhfe1
362477	Rgs20
362479	Tcea1
362481	Tox
362483	Cfap418
362484	Plekhf2
362485	Ccne2
362489	Runx1t1
362490	Pip4p2
362491	Ripk2
362495	Ndufaf4
362498	Mdn1
362501	Topors
362502	Ubap1
362504	Dctn3
362505	Ccl27
362506	Ccl19
362508	Spag8
362510	Melk
362511	Fbxo10
362513	Shb
362514	Tstd2
362515	Anks6
362516	Msantd3
362517	Mrpl50
362518	Pgap4
362519	Smc2
362520	Fktn
362521	Tmem38b
362522	Zfp462
362524	Ptpn3
362525	Txndc8
362526	Dnajc25
362527	Mup4
362528	Fkbp15
362530	Akna
362533	Tle1
362535	Lurap1l
362537	Snapc3
362539	Adamtsl1
362540	Hacd4
362545	Tm2d1
362547	Alg6
362548	Itgb3bp
362549	Efcab7
362550	Ror1
362551	Raver2
362553	Dynlt5
362556	Ttc4
362557	Ndc1
362558	Lrp8
362559	Zyg11b
362564	Bend5
362566	Lrrc41
362567	Pomgnt1
362572	Artn
362573	Szt2
362575	Med8
362576	RGD1305347
362578	Svbp
362580	Ccdc30
362581	Scmh1
362584	Col9a2
362586	Trit1
362587	Macf1
362588	Ndufs5
362590	Inpp5b
362591	Mtf1
362592	RGD1559909
362593	Gnl2
362594	Meaf6
362595	Oscp1
362597	Eva1b
362598	Sh3d21
362599	Trappc3
362600	Adprs
362602	Zmym6
362604	Tlr12
362605	Tmem54
362606	Sync
362607	Kpna6
362608	Tmem39b
362609	Pum1
362612	Srsf4
362613	Zdhhc18
362614	Gpn2
362615	Gpatch3
362617	Ahdc1
362618	Fam76a
362619	Smpdl3b
362622	Cep85
362623	Catsper4
362624	Selenon
362625	Man1c1
362626	Rsrp1
362627	Rcan3
362628	Ifnlr1
362629	Il22ra1
362630	Srsf10
362631	Rpl11
362633	Lactbl1
362634	C1qc
362635	Zbtb40
362636	Usp48
362638	Cda
362641	Micos10
362642	Slc66a1
362643	Emc1
362645	Atp13a2
362646	Fbxo42
362648	Arhgef19
362650	Fblim1
362652	Dnajc16
362653	Ctrc
362657	Mthfr
362662	Rbp7
362665	Camta1
362666	Dnajc11
362667	Thap3
362668	Zbtb48
362671	RGD1304567
362672	Lrrc47
362675	Tp73
362676	Prxl2b
362678	Faap20
362681	Pusl1
362683	Heatr5b
362685	Gpatch11
362686	Cebpz
362687	Srsf7
362688	Gemin6
362691	Tmem178a
362696	Ttc7a
362697	Ppp1r21
362699	Yipf4
362700	Spast
362701	Capn13
362702	Lclat1
362703	Wdr43
362704	Babam2
362706	Rbks
362708	Trim54
362710	Agbl5
362711	Tmem214
362712	Drc1
362713	Selenoi
362715	Dtnb
362719	Asap2
362720	Rrm2
362721	Eipr1
362722	Tmem18
362724	Sh3yl1
362726	Atxn7l1
362727	Efcab10
362728	Polr1f
362731	Snx13
362732	Agmo
362733	Etv1
362734	Stxbp6
362735	Coch
362736	Hectd1
362737	Heatr5a
362738	Snx6
362739	Ppp2r3c
362740	Mbip
362741	Pax9
362746	Dnaaf2
362749	Dmac2l
362750	Atl1
362751	Tmx1
362754	Trmt5
362756	Pigh
362757	Rdh11
362759	Exd2
362760	Galnt16
362762	Dcaf4
362763	Lin52
362765	Angel1
362766	Alkbh1
362768	Ttc7b
362769	Dglucy
362770	Ccdc88c
362772	Btbd7
362774	Serpina11
362776	Glrx5
362778	Gskip
362779	Vrk1
362781	Hhipl1
362782	Cyp46a1
362783	Eml1
362787	Mok
362788	Traf3
362789	Zfyve21
362790	Inf2
362791	Siva1
362792	Pld4
362793	Clba1
362798	Ncapg2
362799	Rapgef5
362800	Itgb8
362801	Garem2
362802	Atp6v1c2
362804	Cwf19l2
362809	Ptges3
